33333,0,0,19.1681,0,0,0,0,0,0
66666,0,0,19.1681,0,0,0,0,0,0
99999,0,0,19.1681,0,0,0,0,0,0
133332,0,0,19.1681,0,0,0,0,0,0
166665,0,0,19.1681,0,0,0,0,0,0
199998,0,0,19.1681,0,0,0,0,0,0
233331,0,0,19.1681,0,0,0,0,0,0
266664,0,0,19.1681,0,0,0,0,0,0
299997,0,0,19.1681,0,0,0,0,0,0
333330,0,0,19.1681,0,0,0,0,0,0
366663,0,0,19.1681,0,0,0,0,0,0
399996,0,0,19.1681,0,0,0,0,0,0
433329,0,0,19.1681,0,0,0,0,0,0
466662,0,0,19.1681,0,0,0,0,0,0
499995,0,0,19.1681,0,0,0,0,0,0
533328,0,0,19.1681,0,0,0,0,0,0
566661,0,0,19.1681,0,0,0,0,0,0
599994,0,0,19.1681,0,0,0,0,0,0
633327,0,0,19.1681,0,0,0,0,0,0
666660,0,0,19.1681,0,0,0,0,0,0
699993,0,0,19.1681,0,0,0,0,0,0
733326,0,0,19.1681,0,0,0,0,0,0
766659,0,0,19.1681,0,0,0,0,0,0
799992,0,0,19.1681,0,0,0,0,0,0
833325,0,0,19.1681,0,0,0,0,0,0
866658,0,0,19.1681,0,0,0,0,0,0
899991,0,0,19.1681,0,0,0,0,0,0
933324,0,0,19.1681,0,0,0,0,0,0
966657,0,0,19.1681,0,0,0,0,0,0
999990,0,0,19.1681,0,0,0,0,0,0
1033323,0,0,19.1681,0,0,0,0,0,0
1066656,0,0,19.1681,0,0,0,0,0,0
1099989,0,0,19.1681,0,0,0,0,0,0
1133322,0,0,19.1681,0,0,0,0,0,0
1166655,0,0,19.1681,0,0,0,0,0,0
1199988,0,0,19.1681,0,0,0,0,0,0
1233321,0,0,19.1681,0,0,0,0,0,0
1266654,0,0,19.1681,0,0,0,0,0,0
1299987,0,0,19.1681,0,0,0,0,0,0
1333320,0,0,19.1681,0,0,0,0,0,0
1366653,0,0,19.1681,0,0,0,0,0,0
1399986,0,0,19.1681,0,0,0,0,0,0
1433319,0,0,19.1681,0,0,0,0,0,0
1466652,0,0,19.1681,0,0,0,0,0,0
1499985,0,0,19.1681,0,0,0,0,0,0
1533318,0,0,19.1681,0,0,0,0,0,0
1566651,0,0,19.1681,0,0,0,0,0,0
1599984,0,0,19.1681,0,0,0,0,0,0
1633317,0,0,19.1681,0,0,0,0,0,0
1666650,0,0,19.1681,0,0,0,0,0,0
1699983,0,0,19.1681,0,0,0,0,0,0
